"OID","Country or Area","Year","Description","Magnitude","Value"
"193..AE.ZF...","AUSTRALIA","1999","MARKET RATE, END OF PERIOD","AUSTRALIAN DOLLA","1.52952"
"193..AA.ZF...","AUSTRALIA","1999","MARKET RATE, END OF PERIOD","AUSTRALIAN DOLLA","2.09928"
"193..AF.ZF...","AUSTRALIA","1999","MARKET RATE","AUSTRALIAN DOLLA","1.54995"
"193..DG.ZF...","AUSTRALIA","1999","MARKET RATE","AUSTRALIAN DOLLA","0.6538"
"193..RB.ZF...","AUSTRALIA","1999","MARKET RATE","AUSTRALIAN DOLLA","2.11927"
"193..DE.ZF...","AUSTRALIA","1999","MARKET RATE","AUSTRALIAN DOLLA","1.52952"
"193..AH.ZF...","AUSTRALIA","1999","MARKET RATE","AUSTRALIAN DOLLA","0.645333"
"193..RD.ZF...","AUSTRALIA","1999","MARKET RATE","AUSTRALIAN DOLLA","0.47197"
"193..AHXZF...","AUSTRALIA","1999","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","84.4849"
"193..B..ZF...","AUSTRALIA","1998","THREE MONTH FORWARD RATE","AUSTRALIAN DOLLA","0.6101"
"193..RELZF...","AUSTRALIA","1998","REER BASED ON ULC","INDEX NUMBER","73.3073"
"193..RECZF...","AUSTRALIA","1998","REER BASED ON REL.CP","INDEX NUMBER","83.3933"
"193..NELZF...","AUSTRALIA","1998","NEER FROM ULC","INDEX NUMBER","91.2835"
"193..NECZF...","AUSTRALIA","1998","NEER FROM INS","INDEX NUMBER","90.7951"
"193..RF.ZF...","AUSTRALIA","1998","MARKET RATE, PERIOD AVERAGE","AUSTRALIAN DOLLA","1.59183"
"193..AA.ZF...","AUSTRALIA","1998","MARKET RATE, END OF PERIOD","AUSTRALIAN DOLLA","2.29358"
"193..AE.ZF...","AUSTRALIA","1998","MARKET RATE, END OF PERIOD","AUSTRALIAN DOLLA","1.62893"
"193..AF.ZF...","AUSTRALIA","1998","MARKET RATE","AUSTRALIAN DOLLA","1.59183"
"193..AH.ZF...","AUSTRALIA","1998","MARKET RATE","AUSTRALIAN DOLLA","0.629401"
"193..DE.ZF...","AUSTRALIA","1998","MARKET RATE","AUSTRALIAN DOLLA","1.62893"
"193..DG.ZF...","AUSTRALIA","1998","MARKET RATE","AUSTRALIAN DOLLA","0.6139"
"193..RB.ZF...","AUSTRALIA","1998","MARKET RATE","AUSTRALIAN DOLLA","2.15938"
"193..RD.ZF...","AUSTRALIA","1998","MARKET RATE","AUSTRALIAN DOLLA","0.463975"
"193..AHXZF...","AUSTRALIA","1998","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","82.3992"
"193..B..ZF...","AUSTRALIA","1997","THREE MONTH FORWARD RATE","AUSTRALIAN DOLLA","0.6515"
"193..RELZF...","AUSTRALIA","1997","REER BASED ON ULC","INDEX NUMBER","82.0466"
"193..RECZF...","AUSTRALIA","1997","REER BASED ON REL.CP","INDEX NUMBER","91.1481"
"193..NELZF...","AUSTRALIA","1997","NEER FROM ULC","INDEX NUMBER","101.457"
"193..NECZF...","AUSTRALIA","1997","NEER FROM INS","INDEX NUMBER","97.5613"
"193..RF.ZF...","AUSTRALIA","1997","MARKET RATE, PERIOD AVERAGE","AUSTRALIAN DOLLA","1.34738"
"193..AA.ZF...","AUSTRALIA","1997","MARKET RATE, END OF PERIOD","AUSTRALIAN DOLLA","2.06718"
"193..AE.ZF...","AUSTRALIA","1997","MARKET RATE, END OF PERIOD","AUSTRALIAN DOLLA","1.5321"
"193..AF.ZF...","AUSTRALIA","1997","MARKET RATE","AUSTRALIAN DOLLA","1.34738"
"193..AH.ZF...","AUSTRALIA","1997","MARKET RATE","AUSTRALIAN DOLLA","0.744063"
"193..DE.ZF...","AUSTRALIA","1997","MARKET RATE","AUSTRALIAN DOLLA","1.5321"
"193..DG.ZF...","AUSTRALIA","1997","MARKET RATE","AUSTRALIAN DOLLA","0.6527"
"193..RB.ZF...","AUSTRALIA","1997","MARKET RATE","AUSTRALIAN DOLLA","1.85402"
"193..RD.ZF...","AUSTRALIA","1997","MARKET RATE","AUSTRALIAN DOLLA","0.540737"
"193..AHXZF...","AUSTRALIA","1997","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","97.4103"
"122..RELZF...","AUSTRIA","2009","REER BASED ON ULC","INDEX NUMBER","101.658"
"122..RECZF...","AUSTRIA","2009","REER BASED ON REL.CP","INDEX NUMBER","102.078"
"122..NELZF...","AUSTRIA","2009","NEER FROM ULC","INDEX NUMBER","103.143"
"122..NECZF...","AUSTRIA","2009","NEER FROM INS","INDEX NUMBER","102.51"
"122..RELZF...","AUSTRIA","2008","REER BASED ON ULC","INDEX NUMBER","99.5122"
"122..REUZF...","AUSTRIA","2008","REER BASED ON RNULC","INDEX NUMBER","101.848"
"122..RECZF...","AUSTRIA","2008","REER BASED ON REL.CP","INDEX NUMBER","101.782"
"122..NELZF...","AUSTRIA","2008","NEER FROM ULC","INDEX NUMBER","103.544"
"122..NEUZF...","AUSTRIA","2008","NEER FROM ULC","INDEX NUMBER","103.208"
"122..NECZF...","AUSTRIA","2008","NEER FROM INS","INDEX NUMBER","102.483"
"122..RELZF...","AUSTRIA","2007","REER BASED ON ULC","INDEX NUMBER","98.6661"
"122..REUZF...","AUSTRIA","2007","REER BASED ON RNULC","INDEX NUMBER","101.202"
"122..RECZF...","AUSTRIA","2007","REER BASED ON REL.CP","INDEX NUMBER","100.926"
"122..NELZF...","AUSTRIA","2007","NEER FROM ULC","INDEX NUMBER","101.963"
"122..NEUZF...","AUSTRIA","2007","NEER FROM ULC","INDEX NUMBER","101.866"
"122..NECZF...","AUSTRIA","2007","NEER FROM INS","INDEX NUMBER","101.628"
"122..RELZF...","AUSTRIA","2006","REER BASED ON ULC","INDEX NUMBER","97.9587"
"122..REUZF...","AUSTRIA","2006","REER BASED ON RNULC","INDEX NUMBER","100.129"
"122..RECZF...","AUSTRIA","2006","REER BASED ON REL.CP","INDEX NUMBER","99.7796"
"122..NEUZF...","AUSTRIA","2006","NEER FROM ULC","INDEX NUMBER","100.345"
"122..NELZF...","AUSTRIA","2006","NEER FROM ULC","INDEX NUMBER","100.276"
"122..NECZF...","AUSTRIA","2006","NEER FROM INS","INDEX NUMBER","100.252"
"122..RELZF...","AUSTRIA","2005","REER BASED ON ULC","INDEX NUMBER","100.005"
"122..REUZF...","AUSTRIA","2005","REER BASED ON RNULC","INDEX NUMBER","100"
"122..RECZF...","AUSTRIA","2005","REER BASED ON REL.CP","INDEX NUMBER","100"
"122..NEUZF...","AUSTRIA","2005","NEER FROM ULC","INDEX NUMBER","99.9929"
"122..NELZF...","AUSTRIA","2005","NEER FROM ULC","INDEX NUMBER","99.9976"
"122..NECZF...","AUSTRIA","2005","NEER FROM INS","INDEX NUMBER","100"
"122..RELZF...","AUSTRIA","2004","REER BASED ON ULC","INDEX NUMBER","99.2117"
"122..REUZF...","AUSTRIA","2004","REER BASED ON RNULC","INDEX NUMBER","101.033"
"122..RECZF...","AUSTRIA","2004","REER BASED ON REL.CP","INDEX NUMBER","99.9189"
"122..NEUZF...","AUSTRIA","2004","NEER FROM ULC","INDEX NUMBER","99.9667"
"122..NELZF...","AUSTRIA","2004","NEER FROM ULC","INDEX NUMBER","100.137"
"122..NECZF...","AUSTRIA","2004","NEER FROM INS","INDEX NUMBER","100.3"
"122..RELZF...","AUSTRIA","2003","REER BASED ON ULC","INDEX NUMBER","97.4616"
"122..REUZF...","AUSTRIA","2003","REER BASED ON RNULC","INDEX NUMBER","99.8708"
"122..RECZF...","AUSTRIA","2003","REER BASED ON REL.CP","INDEX NUMBER","98.675"
"122..NEUZF...","AUSTRIA","2003","NEER FROM ULC","INDEX NUMBER","98.9471"
"122..NELZF...","AUSTRIA","2003","NEER FROM ULC","INDEX NUMBER","98.9287"
"122..NECZF...","AUSTRIA","2003","NEER FROM INS","INDEX NUMBER","99.0524"
"122..RELZF...","AUSTRIA","2002","REER BASED ON ULC","INDEX NUMBER","93.809"
"122..REUZF...","AUSTRIA","2002","REER BASED ON RNULC","INDEX NUMBER","97.9434"
"122..RECZF...","AUSTRIA","2002","REER BASED ON REL.CP","INDEX NUMBER","95.374"
"122..NEUZF...","AUSTRIA","2002","NEER FROM ULC","INDEX NUMBER","96.0453"
"122..NELZF...","AUSTRIA","2002","NEER FROM ULC","INDEX NUMBER","95.656"
"122..NECZF...","AUSTRIA","2002","NEER FROM INS","INDEX NUMBER","95.4726"
"122..RELZF...","AUSTRIA","2001","REER BASED ON ULC","INDEX NUMBER","92.3525"
"122..REUZF...","AUSTRIA","2001","REER BASED ON RNULC","INDEX NUMBER","98.1619"
"122..RECZF...","AUSTRIA","2001","REER BASED ON REL.CP","INDEX NUMBER","94.6198"
"122..NELZF...","AUSTRIA","2001","NEER FROM ULC","INDEX NUMBER","94.7381"
"122..NEUZF...","AUSTRIA","2001","NEER FROM ULC","INDEX NUMBER","95.2966"
"122..NECZF...","AUSTRIA","2001","NEER FROM INS","INDEX NUMBER","94.8512"
"122..RELZF...","AUSTRIA","2000","REER BASED ON ULC","INDEX NUMBER","92.4727"
"122..REUZF...","AUSTRIA","2000","REER BASED ON RNULC","INDEX NUMBER","99.3542"
"122..RECZF...","AUSTRIA","2000","REER BASED ON REL.CP","INDEX NUMBER","94.471"
"122..NEUZF...","AUSTRIA","2000","NEER FROM ULC","INDEX NUMBER","95.0684"
"122..NELZF...","AUSTRIA","2000","NEER FROM ULC","INDEX NUMBER","94.3841"
"122..NECZF...","AUSTRIA","2000","NEER FROM INS","INDEX NUMBER","94.9953"
"122..RELZF...","AUSTRIA","1999","REER BASED ON ULC","INDEX NUMBER","98.3147"
"122..REUZF...","AUSTRIA","1999","REER BASED ON RNULC","INDEX NUMBER","104.193"
"122..RECZF...","AUSTRIA","1999","REER BASED ON REL.CP","INDEX NUMBER","97.5792"
"122..NELZF...","AUSTRIA","1999","NEER FROM ULC","INDEX NUMBER","97.7112"
"122..NEUZF...","AUSTRIA","1999","NEER FROM ULC","INDEX NUMBER","97.9917"
"122..NECZF...","AUSTRIA","1999","NEER FROM INS","INDEX NUMBER","98.2418"
"122..B..ZF...","AUSTRIA","1998","THREE MONTH FORWARD RATE","NATL CURRENCY","11.679"
"122..RELZF...","AUSTRIA","1998","REER BASED ON ULC","INDEX NUMBER","100.952"
"122..REUZF...","AUSTRIA","1998","REER BASED ON RNULC","INDEX NUMBER","106.428"
"122..RECZF...","AUSTRIA","1998","REER BASED ON REL.CP","INDEX NUMBER","99.3088"
"122..RF.ZF...","AUSTRIA","1998","OFFICIAL RATE, PERIOD AVERAGE","NATL CURRENCY","12.3791"
"122..AA.ZF...","AUSTRIA","1998","OFFICIAL RATE, END OF PERIOD","NATL CURRENCY","16.5401"
"122..AE.ZF...","AUSTRIA","1998","OFFICIAL RATE, END OF PERIOD","NATL CURRENCY","11.747"
"122..AF.ZF...","AUSTRIA","1998","OFFICIAL RATE","NATL CURRENCY","12.3791"
"122..AG.ZF...","AUSTRIA","1998","OFFICIAL RATE","NATL CURRENCY","0.0851281"
"122..AH.ZF...","AUSTRIA","1998","OFFICIAL RATE","NATL CURRENCY","0.0808987"
"122..AC.ZF...","AUSTRIA","1998","OFFICIAL RATE","NATL CURRENCY","0.060459"
"122..DE.ZF...","AUSTRIA","1998","OFFICIAL RATE","NATL CURRENCY","11.747"
"122..DG.ZF...","AUSTRIA","1998","OFFICIAL RATE","NATL CURRENCY","0.0851281"
"122..RH.ZF...","AUSTRIA","1998","OFFICIAL RATE","NATL CURRENCY","0.0808987"
"122..RB.ZF...","AUSTRIA","1998","OFFICIAL RATE","NATL CURRENCY","16.7927"
"122..RD.ZF...","AUSTRIA","1998","OFFICIAL RATE","NATL CURRENCY","0.0596359"
"122..NELZF...","AUSTRIA","1998","NEER FROM ULC","INDEX NUMBER","99.16"
"122..NEUZF...","AUSTRIA","1998","NEER FROM ULC","INDEX NUMBER","99.3013"
"122..NECZF...","AUSTRIA","1998","NEER FROM INS","INDEX NUMBER","99.2456"
"122..AHXZF...","AUSTRIA","1998","EXCHANGE RATE INDEX 1995=100","INDEX NUMBER","81.4654"
"122..EB.ZF...","AUSTRIA","1998","AUSTRIAN SHILLINGS PER ECU,PD.AVG.","PER ECU","13.8648"
"122..EA.ZF...","AUSTRIA","1998","AUSTRIAN SHILLINGS PER ECU,END PD.","PER ECU","13.7058"
"122..B..ZF...","AUSTRIA","1997","THREE MONTH FORWARD RATE","NATL CURRENCY","12.57"
"122..RELZF...","AUSTRIA","1997","REER BASED ON ULC","INDEX NUMBER","99.7434"
"122..REUZF...","AUSTRIA","1997","REER BASED ON RNULC","INDEX NUMBER","108.157"
"122..RECZF...","AUSTRIA","1997","REER BASED ON REL.CP","INDEX NUMBER","99.7662"
"122..RF.ZF...","AUSTRIA","1997","OFFICIAL RATE, PERIOD AVERAGE","NATL CURRENCY","12.2042"
"122..AA.ZF...","AUSTRIA","1997","OFFICIAL RATE, END OF PERIOD","NATL CURRENCY","17.0451"
"122..AE.ZF...","AUSTRIA","1997","OFFICIAL RATE, END OF PERIOD","NATL CURRENCY","12.633"
"122..AF.ZF...","AUSTRIA","1997","OFFICIAL RATE","NATL CURRENCY","12.2042"
"122..AG.ZF...","AUSTRIA","1997","OFFICIAL RATE","NATL CURRENCY","0.0791578"
"122..AH.ZF...","AUSTRIA","1997","OFFICIAL RATE","NATL CURRENCY","0.0820509"
"122..AC.ZF...","AUSTRIA","1997","OFFICIAL RATE","NATL CURRENCY","0.058668"
"122..DE.ZF...","AUSTRIA","1997","OFFICIAL RATE","NATL CURRENCY","12.633"
"122..DG.ZF...","AUSTRIA","1997","OFFICIAL RATE","NATL CURRENCY","0.0791578"
"122..RH.ZF...","AUSTRIA","1997","OFFICIAL RATE","NATL CURRENCY","0.0820509"
"122..RB.ZF...","AUSTRIA","1997","OFFICIAL RATE","NATL CURRENCY","16.7932"
"122..RD.ZF...","AUSTRIA","1997","OFFICIAL RATE","NATL CURRENCY","0.0596293"
"122..NELZF...","AUSTRIA","1997","NEER FROM ULC","INDEX NUMBER","98.2563"
"122..NEUZF...","AUSTRIA","1997","NEER FROM ULC","INDEX NUMBER","98.978"
"122..NECZF...","AUSTRIA","1997","NEER FROM INS","INDEX NUMBER","98.8094"
"122..AHXZF...","AUSTRIA","1997","EXCHANGE RATE INDEX 1995=100","INDEX NUMBER","82.6257"
"122..EB.ZF...","AUSTRIA","1997","AUSTRIAN SHILLINGS PER ECU,PD.AVG.","PER ECU","13.8403"
"122..EA.ZF...","AUSTRIA","1997","AUSTRIAN SHILLINGS PER ECU,END PD.","PER ECU","13.9495"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2009","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.803783"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2009","OFFICIAL RATE, END OF PERIOD","MANAT","0.8031"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2009","OFFICIAL RATE, END OF PERIOD","MANAT","1.25901"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2008","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.82162"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2008","OFFICIAL RATE, END OF PERIOD","MANAT","0.801"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2008","OFFICIAL RATE, END OF PERIOD","MANAT","1.23376"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2007","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.858124"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2007","OFFICIAL RATE, END OF PERIOD","MANAT","1.33579"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2007","OFFICIAL RATE, END OF PERIOD","MANAT","0.8453"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2006","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.893445"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2006","OFFICIAL RATE, END OF PERIOD","MANAT","0.8714"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2006","OFFICIAL RATE, END OF PERIOD","MANAT","1.31093"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2005","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.945421"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2005","OFFICIAL RATE, END OF PERIOD","MANAT","0.9186"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2005","OFFICIAL RATE, END OF PERIOD","MANAT","1.31293"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2004","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.982695"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2004","OFFICIAL RATE, END OF PERIOD","MANAT","0.9806"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2004","OFFICIAL RATE, END OF PERIOD","MANAT","1.52288"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2003","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.982146"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2003","OFFICIAL RATE, END OF PERIOD","MANAT","1.46309"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2003","OFFICIAL RATE, END OF PERIOD","MANAT","0.9846"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2002","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.972164"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2002","OFFICIAL RATE, END OF PERIOD","MANAT","0.9786"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2002","OFFICIAL RATE, END OF PERIOD","MANAT","1.33043"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2001","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.931317"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2001","OFFICIAL RATE, END OF PERIOD","MANAT","0.955"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2001","OFFICIAL RATE, END OF PERIOD","MANAT","1.20018"
"912..RF.ZF...","AZERBAIJAN, REP. OF","2000","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.894831"
"912..AE.ZF...","AZERBAIJAN, REP. OF","2000","OFFICIAL RATE, END OF PERIOD","MANAT","0.913"
"912..AA.ZF...","AZERBAIJAN, REP. OF","2000","OFFICIAL RATE, END OF PERIOD","MANAT","1.18956"
"912..RF.ZF...","AZERBAIJAN, REP. OF","1999","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.824033"
"912..AE.ZF...","AZERBAIJAN, REP. OF","1999","OFFICIAL RATE, END OF PERIOD","MANAT","0.8756"
"912..AA.ZF...","AZERBAIJAN, REP. OF","1999","OFFICIAL RATE, END OF PERIOD","MANAT","1.20177"
"912..RF.ZF...","AZERBAIJAN, REP. OF","1998","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.7738"
"912..AE.ZF...","AZERBAIJAN, REP. OF","1998","OFFICIAL RATE, END OF PERIOD","MANAT","0.778"
"912..AA.ZF...","AZERBAIJAN, REP. OF","1998","OFFICIAL RATE, END OF PERIOD","MANAT","1.09545"
"912..RF.ZF...","AZERBAIJAN, REP. OF","1997","OFFICIAL RATE, PERIOD AVERAGE","MANAT","0.797075"
"912..AA.ZF...","AZERBAIJAN, REP. OF","1997","OFFICIAL RATE, END OF PERIOD","MANAT","1.04918"
"912..AE.ZF...","AZERBAIJAN, REP. OF","1997","OFFICIAL RATE, END OF PERIOD","MANAT","0.7776"
"313..XE.ZF...","BAHAMAS, THE","2009","SECONDARY RATE,END OF PERIOD","BAHAMIAN DOLLARS","1.225"
"313..XF.ZF...","BAHAMAS, THE","2009","SECONDARY RATE, PD.AVERAGE","BAHAMIAN DOLLARS","1.225"
"313..RECZF...","BAHAMAS, THE","2009","REER BASED ON REL.CP","INDEX NUMBER","101.932"
"313..RF.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE, PERIOD AVERAGE","BAHAMIAN DOLLARS","1"
"313..WA.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1.56769"
"313..WE.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1"
"313..AA.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1.56769"
"313..AE.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1"
"313..AC.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE","BAHAMIAN DOLLARS","0.637881"
"313..AF.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..AG.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..RD.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE","BAHAMIAN DOLLARS","0.648489"
"313..RB.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE","BAHAMIAN DOLLARS","1.54205"
"313..AH.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..DE.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..DG.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..RH.ZF...","BAHAMAS, THE","2009","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..NECZF...","BAHAMAS, THE","2009","NEER FROM INS","INDEX NUMBER","99.2975"
"313..AHXZF...","BAHAMAS, THE","2009","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100"
"313..XE.ZF...","BAHAMAS, THE","2008","SECONDARY RATE,END OF PERIOD","BAHAMIAN DOLLARS","1.225"
"313..XF.ZF...","BAHAMAS, THE","2008","SECONDARY RATE, PD.AVERAGE","BAHAMIAN DOLLARS","1.225"
"313..RECZF...","BAHAMAS, THE","2008","REER BASED ON REL.CP","INDEX NUMBER","96.6835"
"313..RF.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE, PERIOD AVERAGE","BAHAMIAN DOLLARS","1"
"313..AE.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1"
"313..AA.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1.54027"
"313..WE.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1"
"313..WA.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1.54027"
"313..RH.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..AC.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE","BAHAMIAN DOLLARS","0.649237"
"313..AF.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..AH.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..AG.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..RB.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE","BAHAMIAN DOLLARS","1.5801"
"313..RD.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE","BAHAMIAN DOLLARS","0.63287"
"313..DE.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..DG.ZF...","BAHAMAS, THE","2008","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..NECZF...","BAHAMAS, THE","2008","NEER FROM INS","INDEX NUMBER","95.8326"
"313..AHXZF...","BAHAMAS, THE","2008","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100"
"313..XE.ZF...","BAHAMAS, THE","2007","SECONDARY RATE,END OF PERIOD","BAHAMIAN DOLLARS","1.225"
"313..XF.ZF...","BAHAMAS, THE","2007","SECONDARY RATE, PD.AVERAGE","BAHAMIAN DOLLARS","1.225"
"313..RECZF...","BAHAMAS, THE","2007","REER BASED ON REL.CP","INDEX NUMBER","96.4109"
"313..RF.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE, PERIOD AVERAGE","BAHAMIAN DOLLARS","1"
"313..WA.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1.58025"
"313..WE.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1"
"313..AA.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1.58025"
"313..AE.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1"
"313..AC.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE","BAHAMIAN DOLLARS","0.632811"
"313..RD.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE","BAHAMIAN DOLLARS","0.653318"
"313..DG.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..RB.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE","BAHAMIAN DOLLARS","1.53065"
"313..AF.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..AG.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..AH.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..DE.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..RH.ZF...","BAHAMAS, THE","2007","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..NECZF...","BAHAMAS, THE","2007","NEER FROM INS","INDEX NUMBER","96.426"
"313..AHXZF...","BAHAMAS, THE","2007","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100"
"313..XE.ZF...","BAHAMAS, THE","2006","SECONDARY RATE,END OF PERIOD","BAHAMIAN DOLLARS","1.225"
"313..XF.ZF...","BAHAMAS, THE","2006","SECONDARY RATE, PD.AVERAGE","BAHAMIAN DOLLARS","1.225"
"313..RECZF...","BAHAMAS, THE","2006","REER BASED ON REL.CP","INDEX NUMBER","98.9925"
"313..RF.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE, PERIOD AVERAGE","BAHAMIAN DOLLARS","1"
"313..AE.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1"
"313..AA.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1.5044"
"313..WE.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1"
"313..WA.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE, END OF PERIOD","BAHAMIAN DOLLARS","1.5044"
"313..RH.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..AC.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE","BAHAMIAN DOLLARS","0.664717"
"313..AF.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..AG.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..AH.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
"313..DE.ZF...","BAHAMAS, THE","2006","PRINCIPAL RATE","BAHAMIAN DOLLARS","1"
